🕒 Transcription Log
[2064/58949] SKIPPED: tmp1azz8xsr.wav
[2065/58949] SKIPPED: tmp1a_m5vod.wav
[2066/58949] SKIPPED: tmp1b02vmmr.wav
[2067/58949] SKIPPED: tmp1b1ir69m.wav
[2068/58949] SKIPPED: tmp1b1ma40l.wav
[2069/58949] SKIPPED: tmp1b1otv7e.wav
[2070/58949] SKIPPED: tmp1b1zar1r.wav
[2071/58949] SKIPPED: tmp1b2qvv96.wav
[2072/58949] SKIPPED: tmp1b4tsu60.wav
[2073/58949] SKIPPED: tmp1b63teq_.wav
[2074/58949] SKIPPED: tmp1b6nbc_r.wav
[2075/58949] SKIPPED: tmp1b8i4keh.wav
[2076/58949] SKIPPED: tmp1b9i8k2x.wav
[2077/58949] SKIPPED: tmp1bai5m6q.wav
[2078/58949] SKIPPED: tmp1bbc0uaf.wav
[2079/58949] SKIPPED: tmp1bbgrj8n.wav
[2080/58949] SKIPPED: tmp1bc36105.wav
[2081/58949] SKIPPED: tmp1bdl8he2.wav
[2082/58949] SKIPPED: tmp1bdr05hh.wav
[2083/58949] SKIPPED: tmp1bf8yqhs.wav
[2084/58949] SKIPPED: tmp1bfdha04.wav
[2085/58949] SKIPPED: tmp1bgcom5m.wav
[2086/58949] SKIPPED: tmp1bh2prz4.wav
[2087/58949] SKIPPED: tmp1bh56tkj.wav
[2088/58949] SKIPPED: tmp1bhnbucb.wav
[2089/58949] SKIPPED: tmp1bipesfv.wav
[2090/58949] SKIPPED: tmp1bja7290.wav
[2091/58949] SKIPPED: tmp1bkf3kcg.wav
[2092/58949] SKIPPED: tmp1bl1axza.wav
[2093/58949] SKIPPED: tmp1blrnlgr.wav
[2094/58949] SKIPPED: tmp1blsbdn_.wav
[2095/58949] SKIPPED: tmp1bm9e8_l.wav
[2096/58949] SKIPPED: tmp1bne19q9.wav
[2097/58949] SKIPPED: tmp1bnfj1at.wav
[2098/58949] SKIPPED: tmp1bnn3qa5.wav
[2099/58949] SKIPPED: tmp1bnqh41j.wav
[2100/58949] SKIPPED: tmp1bo6ucg9.wav
[2101/58949] SKIPPED: tmp1boi6t61.wav
[2102/58949] SKIPPED: tmp1bomon6t.wav
[2103/58949] SKIPPED: tmp1bp22nva.wav
[2104/58949] SKIPPED: tmp1bpfp9ub.wav
[2105/58949] SKIPPED: tmp1bq3vjs2.wav
[2106/58949] SKIPPED: tmp1bqvwmd2.wav
[2107/58949] SKIPPED: tmp1br4pgo1.wav
[2108/58949] SKIPPED: tmp1brjlnxl.wav
[2109/58949] SKIPPED: tmp1bt3mhlo.wav
[2110/58949] SKIPPED: tmp1btrkkqi.wav
[2111/58949] SKIPPED: tmp1btu9m8v.wav
[2112/58949] SKIPPED: tmp1bu0vhnu.wav
[2113/58949] SKIPPED: tmp1buh35e1.wav
[2114/58949] SKIPPED: tmp1bw0idcn.wav
[2115/58949] SKIPPED: tmp1bwgo94x.wav
[2116/58949] SKIPPED: tmp1bxfx1k8.wav
[2117/58949] SKIPPED: tmp1bxxuy6s.wav
[2118/58949] SKIPPED: tmp1by4l564.wav
[2119/58949] SKIPPED: tmp1bzkinq6.wav
[2120/58949] SKIPPED: tmp1c0b654j.wav
[2121/58949] SKIPPED: tmp1c1cgg5k.wav
[2122/58949] SKIPPED: tmp1c33r4qw.wav
[2123/58949] SKIPPED: tmp1c3f5r7h.wav
[2124/58949] SKIPPED: tmp1c441gwg.wav
[2125/58949] SKIPPED: tmp1c4s33es.wav
[2126/58949] SKIPPED: tmp1c66qqqs.wav
[2127/58949] SKIPPED: tmp1c8hvj2c.wav
[2128/58949] SKIPPED: tmp1cbes_2h.wav
[2129/58949] SKIPPED: tmp1cc8s9_7.wav
[2130/58949] SKIPPED: tmp1cdkmxa2.wav
[2131/58949] SKIPPED: tmp1cejx2en.wav
[2132/58949] SKIPPED: tmp1ceueppq.wav
[2133/58949] SKIPPED: tmp1cey477m.wav
[2134/58949] SKIPPED: tmp1cfgunu1.wav
[2135/58949] SKIPPED: tmp1cgaglgq.wav
[2136/58949] SKIPPED: tmp1cgkfs_x.wav
[2137/58949] SKIPPED: tmp1cgtgh_d.wav
[2138/58949] SKIPPED: tmp1cj2l62y.wav
[2139/58949] SKIPPED: tmp1ckxywuk.wav
[2140/58949] SKIPPED: tmp1cm8k6jl.wav
[2141/58949] SKIPPED: tmp1cmwn7h3.wav
[2142/58949] SKIPPED: tmp1cp30kpq.wav
[2143/58949] SKIPPED: tmp1cpjzapv.wav
[2144/58949] SKIPPED: tmp1csnvi9m.wav
[2145/58949] SKIPPED: tmp1cso7fk_.wav
[2146/58949] SKIPPED: tmp1cu8dcql.wav
[2147/58949] SKIPPED: tmp1cvr1bjk.wav
[2148/58949] SKIPPED: tmp1cvr2w__.wav
[2149/58949] SKIPPED: tmp1cvvufwz.wav
[2150/58949] SKIPPED: tmp1cwed2ba.wav
[2151/58949] SKIPPED: tmp1cxtozxa.wav
[2152/58949] SKIPPED: tmp1cy72ri_.wav
[2153/58949] SKIPPED: tmp1cyr8_wg.wav
[2154/58949] SKIPPED: tmp1d1bq1md.wav
[2155/58949] SKIPPED: tmp1d1gmf1d.wav
[2156/58949] SKIPPED: tmp1d1r1hhw.wav
[2157/58949] SKIPPED: tmp1d29jztq.wav
[2158/58949] SKIPPED: tmp1d29rbkb.wav
[2159/58949] SKIPPED: tmp1d3c8tvp.wav
[2160/58949] SKIPPED: tmp1d3w4v6d.wav
[2161/58949] SKIPPED: tmp1d5eg3cz.wav
[2162/58949] SKIPPED: tmp1da41okj.wav
[2163/58949] SKIPPED: tmp1dac6beo.wav
[2164/58949] SKIPPED: tmp1dbho1u2.wav
[2165/58949] SKIPPED: tmp1dcodxq0.wav
[2166/58949] SKIPPED: tmp1ddrkbzn.wav
[2167/58949] SKIPPED: tmp1de1nwqt.wav
[2168/58949] SKIPPED: tmp1degx3ce.wav
[2169/58949] SKIPPED: tmp1dgrw9qc.wav
[2170/58949] SKIPPED: tmp1div2vv1.wav
[2171/58949] SKIPPED: tmp1dk531w3.wav
[2172/58949] SKIPPED: tmp1dkz3072.wav
[2173/58949] SKIPPED: tmp1dm5iq6c.wav
[2174/58949] SKIPPED: tmp1dmwhqpy.wav
[2175/58949] SKIPPED: tmp1dn1jgdu.wav
[2176/58949] SKIPPED: tmp1dn8mmrp.wav
[2177/58949] SKIPPED: tmp1dp58ho1.wav
[2178/58949] SKIPPED: tmp1dpc7r7c.wav
[2179/58949] SKIPPED: tmp1dqstxuq.wav
[2180/58949] SKIPPED: tmp1dqtq9ih.wav
[2181/58949] SKIPPED: tmp1drhixrh.wav
[2182/58949] SKIPPED: tmp1dspgydx.wav
[2183/58949] SKIPPED: tmp1duuay12.wav
[2184/58949] SKIPPED: tmp1dvkwx_d.wav
[2185/58949] SKIPPED: tmp1dw9ie79.wav
[2186/58949] SKIPPED: tmp1dxdngm6.wav
[2187/58949] SKIPPED: tmp1dywj4pm.wav
[2188/58949] SKIPPED: tmp1dz1434g.wav
[2189/58949] SKIPPED: tmp1d_x_g8u.wav
[2190/58949] SKIPPED: tmp1e2q27i4.wav
[2191/58949] SKIPPED: tmp1e377q8o.wav
[2192/58949] SKIPPED: tmp1e39su4f.wav
[2193/58949] SKIPPED: tmp1e3bw71f.wav
[2194/58949] SKIPPED: tmp1e3htnmo.wav
[2195/58949] SKIPPED: tmp1e3w4tl7.wav
[2196/58949] SKIPPED: tmp1e3zqnss.wav
[2197/58949] SKIPPED: tmp1e4f71t0.wav
[2198/58949] SKIPPED: tmp1e5bdzs9.wav
[2199/58949] SKIPPED: tmp1e5vzojk.wav
[2200/58949] SKIPPED: tmp1e7kud60.wav
[2201/58949] SKIPPED: tmp1e8f1q_r.wav
[2202/58949] SKIPPED: tmp1e8ha6oy.wav
[2203/58949] SKIPPED: tmp1ebrzfht.wav
[2204/58949] SKIPPED: tmp1eczaep3.wav
[2205/58949] SKIPPED: tmp1ee9w6ga.wav
[2206/58949] SKIPPED: tmp1eec2xpq.wav
[2207/58949] SKIPPED: tmp1eeqrlql.wav
[2208/58949] SKIPPED: tmp1eeyos_4.wav
[2209/58949] SKIPPED: tmp1ef9k34j.wav
[2210/58949] SKIPPED: tmp1egrg4o9.wav
[2211/58949] SKIPPED: tmp1eh1kxg7.wav
[2212/58949] SKIPPED: tmp1eirb5ru.wav
[2213/58949] SKIPPED: tmp1ej4d2k_.wav
[2214/58949] SKIPPED: tmp1ek6g7re.wav
[2215/58949] SKIPPED: tmp1elpzt3a.wav
[2216/58949] SKIPPED: tmp1enr8e_7.wav
[2217/58949] SKIPPED: tmp1eoekct_.wav
[2218/58949] SKIPPED: tmp1eps3igq.wav
[2219/58949] SKIPPED: tmp1ersysb_.wav
[2220/58949] SKIPPED: tmp1es_aryg.wav
[2221/58949] SKIPPED: tmp1eufl4wi.wav
[2222/58949] SKIPPED: tmp1evmo67f.wav
[2223/58949] SKIPPED: tmp1evqauyg.wav
[2224/58949] SKIPPED: tmp1exkpldo.wav
[2225/58949] SKIPPED: tmp1exq4wie.wav
[2226/58949] SKIPPED: tmp1eyq20t3.wav
[2227/58949] SKIPPED: tmp1ez4qats.wav
[2228/58949] SKIPPED: tmp1ezrlx2u.wav
[2229/58949] SKIPPED: tmp1e_s0boy.wav
[2230/58949] SKIPPED: tmp1f1w0di6.wav
[2231/58949] SKIPPED: tmp1f2062hb.wav
[2232/58949] SKIPPED: tmp1f210jgd.wav
[2233/58949] SKIPPED: tmp1f25t497.wav
[2234/58949] SKIPPED: tmp1f2kujf2.wav
[2235/58949] SKIPPED: tmp1f3k48k6.wav
[2236/58949] SKIPPED: tmp1f3kk0_y.wav
[2237/58949] SKIPPED: tmp1f3nxsr6.wav
[2238/58949] SKIPPED: tmp1f4w75t6.wav
[2239/58949] SKIPPED: tmp1f62fc2d.wav
[2240/58949] SKIPPED: tmp1f7s3f77.wav
[2241/58949] SKIPPED: tmp1f7tl1z1.wav
[2242/58949] SKIPPED: tmp1f8hxiwf.wav
[2243/58949] SKIPPED: tmp1f8xyzrk.wav
[2244/58949] SKIPPED: tmp1f93ujmn.wav
[2245/58949] SKIPPED: tmp1faftegx.wav
[2246/58949] SKIPPED: tmp1fb3v7oc.wav
[2247/58949] SKIPPED: tmp1fbunj_x.wav
[2248/58949] SKIPPED: tmp1fd7s_jr.wav
[2249/58949] SKIPPED: tmp1feoieyp.wav
[2250/58949] SKIPPED: tmp1fga7vgp.wav
[2251/58949] SKIPPED: tmp1filmdi3.wav
[2252/58949] SKIPPED: tmp1fimbs5p.wav
[2253/58949] SKIPPED: tmp1fiw8ff5.wav
[2254/58949] SKIPPED: tmp1fjo516e.wav
[2255/58949] SKIPPED: tmp1fk1yqmo.wav
[2256/58949] SKIPPED: tmp1fl3dy29.wav
[2257/58949] SKIPPED: tmp1flknuxn.wav
[2258/58949] SKIPPED: tmp1fnt2m0z.wav
[2259/58949] SKIPPED: tmp1fnu3iil.wav
[2260/58949] SKIPPED: tmp1fqik8ca.wav
[2261/58949] SKIPPED: tmp1fqlkw3e.wav
[2262/58949] SKIPPED: tmp1fqm8n6m.wav
[2263/58949] SKIPPED: tmp1fqpuiou.wav
[2264/58949] SKIPPED: tmp1fr0lkup.wav
[2265/58949] SKIPPED: tmp1fr9_6c3.wav
[2266/58949] SKIPPED: tmp1fsm3viq.wav
[2267/58949] SKIPPED: tmp1futpum7.wav
[2268/58949] SKIPPED: tmp1fvs18h9.wav
[2269/58949] SKIPPED: tmp1fwx_nvz.wav
[2270/58949] SKIPPED: tmp1fzesv_b.wav
[2271/58949] SKIPPED: tmp1f_krl2c.wav
[2272/58949] SKIPPED: tmp1g0ase49.wav
[2273/58949] SKIPPED: tmp1g0pcj3n.wav
[2274/58949] SKIPPED: tmp1g1icwq4.wav
[2275/58949] SKIPPED: tmp1g1r_j9_.wav
[2276/58949] SKIPPED: tmp1g2_t9r9.wav
[2277/58949] SKIPPED: tmp1g38hd4d.wav
[2278/58949] SKIPPED: tmp1g3eat1p.wav
[2279/58949] SKIPPED: tmp1g3soioh.wav
[2280/58949] SKIPPED: tmp1g4unoln.wav
[2281/58949] SKIPPED: tmp1g4_o0ll.wav
[2282/58949] SKIPPED: tmp1g5e_rl0.wav
[2283/58949] SKIPPED: tmp1g5hnh9h.wav
[2284/58949] SKIPPED: tmp1g69n6jp.wav
[2285/58949] SKIPPED: tmp1g7n3uhj.wav
[2286/58949] SKIPPED: tmp1g7trthy.wav
[2287/58949] SKIPPED: tmp1g7x7x32.wav
[2288/58949] SKIPPED: tmp1g8c6dc1.wav
[2289/58949] SKIPPED: tmp1g9a_zj5.wav
[2290/58949] SKIPPED: tmp1ga74qv6.wav
[2291/58949] SKIPPED: tmp1galn_qe.wav
[2292/58949] SKIPPED: tmp1gdcd4yp.wav
[2293/58949] SKIPPED: tmp1gdgqitj.wav
[2294/58949] SKIPPED: tmp1gdpg3m6.wav
[2295/58949] SKIPPED: tmp1gegqrzw.wav
[2296/58949] SKIPPED: tmp1ggw2qbw.wav
[2297/58949] SKIPPED: tmp1gj82zu5.wav
[2298/58949] SKIPPED: tmp1gkjl66t.wav
[2299/58949] SKIPPED: tmp1gm9ium8.wav
[2300/58949] SKIPPED: tmp1gmdtovf.wav
[2301/58949] SKIPPED: tmp1gn8ro0r.wav
[2302/58949] SKIPPED: tmp1go3q1h5.wav
[2303/58949] SKIPPED: tmp1goy6ggu.wav
[2304/58949] SKIPPED: tmp1gphyhzz.wav
[2305/58949] SKIPPED: tmp1gqgoxtk.wav
[2306/58949] SKIPPED: tmp1grwvzaf.wav
[2307/58949] SKIPPED: tmp1gtebo9k.wav
[2308/58949] SKIPPED: tmp1guhy45q.wav
[2309/58949] SKIPPED: tmp1guxe07e.wav
[2310/58949] SKIPPED: tmp1gva_7sl.wav
[2311/58949] SKIPPED: tmp1gvh16yk.wav
[2312/58949] SKIPPED: tmp1gw94fyo.wav
[2313/58949] SKIPPED: tmp1gxm4n0m.wav
[2314/58949] SKIPPED: tmp1gyg4p82.wav
[2315/58949] SKIPPED: tmp1gzxmak8.wav
[2316/58949] SKIPPED: tmp1gzzkx3z.wav
[2317/58949] SKIPPED: tmp1g_ehbyj.wav
[2318/58949] SKIPPED: tmp1g_rogt0.wav
[2319/58949] SKIPPED: tmp1h0a3rwo.wav
[2320/58949] SKIPPED: tmp1h2wcasu.wav
[2321/58949] SKIPPED: tmp1h4nbj6j.wav
[2322/58949] SKIPPED: tmp1h52qgz1.wav
[2323/58949] SKIPPED: tmp1h5478_7.wav
[2324/58949] SKIPPED: tmp1h5k6wlc.wav
[2325/58949] SKIPPED: tmp1h5xh2xb.wav
[2326/58949] SKIPPED: tmp1h70pqde.wav
[2327/58949] SKIPPED: tmp1h7xbmku.wav
[2328/58949] SKIPPED: tmp1h90na1t.wav
[2329/58949] SKIPPED: tmp1h9d7oof.wav
[2330/58949] SKIPPED: tmp1h9p_rax.wav
[2331/58949] SKIPPED: tmp1haour6z.wav
[2332/58949] SKIPPED: tmp1hat9ugv.wav
[2333/58949] SKIPPED: tmp1hb8i5wm.wav
[2334/58949] SKIPPED: tmp1hbb8iv_.wav
[2335/58949] SKIPPED: tmp1hcjz0ts.wav
[2336/58949] SKIPPED: tmp1hcz2yrh.wav
[2337/58949] SKIPPED: tmp1hdw1nd_.wav
[2338/58949] SKIPPED: tmp1he47wep.wav
[2339/58949] SKIPPED: tmp1hehnra3.wav
[2340/58949] SKIPPED: tmp1hgx9o2m.wav
[2341/58949] SKIPPED: tmp1hj5mhg3.wav
[2342/58949] SKIPPED: tmp1hjprats.wav
[2343/58949] SKIPPED: tmp1hk2f4p1.wav
[2344/58949] SKIPPED: tmp1hk81slw.wav
[2345/58949] SKIPPED: tmp1hl619lu.wav
[2346/58949] SKIPPED: tmp1hlwbtul.wav
[2347/58949] SKIPPED: tmp1hml69xc.wav
[2348/58949] SKIPPED: tmp1hqgmjd3.wav
[2349/58949] SKIPPED: tmp1hrg03jf.wav
[2350/58949] SKIPPED: tmp1hrginsv.wav
[2351/58949] SKIPPED: tmp1ht2f609.wav
[2352/58949] SKIPPED: tmp1hu7hlw9.wav
[2353/58949] SKIPPED: tmp1hva118m.wav
[2354/58949] SKIPPED: tmp1hxgwloo.wav
[2355/58949] SKIPPED: tmp1hxochmk.wav
[2356/58949] SKIPPED: tmp1hy0hltg.wav
[2357/58949] SKIPPED: tmp1hyz3sck.wav
[2358/58949] SKIPPED: tmp1h_6jrw5.wav
[2359/58949] SKIPPED: tmp1h_net7x.wav
[2360/58949] SKIPPED: tmp1h_nv4vg.wav
[2361/58949] SKIPPED: tmp1h_qz747.wav
[2362/58949] SKIPPED: tmp1h_r9ed8.wav
[2363/58949] SKIPPED: tmp1i01fq48.wav
[2364/58949] SKIPPED: tmp1i108g2f.wav
[2365/58949] SKIPPED: tmp1i1nzmjg.wav
[2366/58949] SKIPPED: tmp1i1vejyb.wav
[2367/58949] SKIPPED: tmp1i2lcr7d.wav
[2368/58949] SKIPPED: tmp1i351w34.wav
[2369/58949] SKIPPED: tmp1i3b0wu9.wav
[2370/58949] SKIPPED: tmp1i3k7kkx.wav
[2371/58949] SKIPPED: tmp1i425k92.wav
[2372/58949] SKIPPED: tmp1i4kqshj.wav
[2373/58949] SKIPPED: tmp1i5e5uu7.wav
[2374/58949] SKIPPED: tmp1i6uiehc.wav
[2375/58949] SKIPPED: tmp1i6up868.wav
[2376/58949] SKIPPED: tmp1i6yqob8.wav
[2377/58949] SKIPPED: tmp1i78fx5t.wav
[2378/58949] SKIPPED: tmp1i7olbkh.wav
[2379/58949] SKIPPED: tmp1i7vxrqr.wav
[2380/58949] SKIPPED: tmp1i8j852r.wav
[2381/58949] SKIPPED: tmp1ib0fvma.wav
[2382/58949] SKIPPED: tmp1ib1upnh.wav
[2383/58949] SKIPPED: tmp1ib97tyb.wav
[2384/58949] SKIPPED: tmp1ibqtnku.wav
[2385/58949] SKIPPED: tmp1ibtoej_.wav
[2386/58949] SKIPPED: tmp1ic11lk_.wav
[2387/58949] SKIPPED: tmp1icudr31.wav
[2388/58949] SKIPPED: tmp1ie23su9.wav
[2389/58949] SKIPPED: tmp1ie55_dw.wav
[2390/58949] SKIPPED: tmp1iefiocg.wav
[2391/58949] SKIPPED: tmp1iegalog.wav
[2392/58949] SKIPPED: tmp1ig77d9y.wav
[2393/58949] SKIPPED: tmp1ik90nup.wav
[2394/58949] SKIPPED: tmp1ikc445w.wav
[2395/58949] SKIPPED: tmp1il2wk99.wav
[2396/58949] SKIPPED: tmp1il4x6te.wav
[2397/58949] SKIPPED: tmp1ilo2y97.wav
[2398/58949] SKIPPED: tmp1im5alhx.wav
[2399/58949] SKIPPED: tmp1io7ggpc.wav
[2400/58949] SKIPPED: tmp1ip395pr.wav
[2401/58949] SKIPPED: tmp1iqexb6a.wav
[2402/58949] SKIPPED: tmp1irdfw6r.wav
[2403/58949] SKIPPED: tmp1isyr3ea.wav
[2404/58949] SKIPPED: tmp1it0e7f8.wav
[2405/58949] SKIPPED: tmp1it3x_4i.wav
[2406/58949] SKIPPED: tmp1iv0ahvj.wav
[2407/58949] SKIPPED: tmp1ivs68xg.wav
[2408/58949] SKIPPED: tmp1iw05jv5.wav
[2409/58949] SKIPPED: tmp1ixmvl3x.wav
[2410/58949] SKIPPED: tmp1ixw4mav.wav
[2411/58949] SKIPPED: tmp1iyp6wd0.wav
[2412/58949] SKIPPED: tmp1izkjopz.wav
[2413/58949] SKIPPED: tmp1j0prmrx.wav
[2414/58949] SKIPPED: tmp1j0r4i23.wav
[2415/58949] SKIPPED: tmp1j3uvcwd.wav
[2416/58949] SKIPPED: tmp1j45pxt8.wav
[2417/58949] SKIPPED: tmp1j4kjvg7.wav
[2418/58949] SKIPPED: tmp1j4qp1dx.wav
[2419/58949] SKIPPED: tmp1j52e6bo.wav
[2420/58949] SKIPPED: tmp1j6qj0n_.wav
[2421/58949] SKIPPED: tmp1j6v2w00.wav
[2422/58949] SKIPPED: tmp1j8jescz.wav
[2423/58949] SKIPPED: tmp1j9uc2s8.wav
[2424/58949] SKIPPED: tmp1jabry58.wav
[2425/58949] SKIPPED: tmp1jdoqg1v.wav
[2426/58949] SKIPPED: tmp1jdzxae4.wav
[2427/58949] SKIPPED: tmp1jeya0tj.wav
[2428/58949] SKIPPED: tmp1jeyskj_.wav
[2429/58949] SKIPPED: tmp1jgkec4g.wav
[2430/58949] SKIPPED: tmp1jif4thw.wav
[2431/58949] SKIPPED: tmp1jizr5nx.wav
[2432/58949] SKIPPED: tmp1jj4q2v0.wav
[2433/58949] SKIPPED: tmp1jjwa0cq.wav
[2434/58949] SKIPPED: tmp1jk2_k5u.wav
[2435/58949] SKIPPED: tmp1jlxpvrv.wav
[2436/58949] SKIPPED: tmp1jm40sll.wav
[2437/58949] SKIPPED: tmp1jm5j3nh.wav
[2438/58949] SKIPPED: tmp1jmlz5q_.wav
[2439/58949] SKIPPED: tmp1jmn_3zz.wav
[2440/58949] SKIPPED: tmp1jnvy450.wav
[2441/58949] SKIPPED: tmp1jpj6py_.wav
[2442/58949] SKIPPED: tmp1jqehezl.wav
[2443/58949] SKIPPED: tmp1jqu_wqx.wav
[2444/58949] SKIPPED: tmp1jrrg5zn.wav
[2445/58949] SKIPPED: tmp1jsrmfjm.wav
[2446/58949] SKIPPED: tmp1ju7oldn.wav
[2447/58949] SKIPPED: tmp1jvjyyy3.wav
[2448/58949] SKIPPED: tmp1jx543ih.wav
[2449/58949] SKIPPED: tmp1jzckzez.wav
[2450/58949] SKIPPED: tmp1j_8xqn7.wav
[2451/58949] SKIPPED: tmp1k1dh9cw.wav
[2452/58949] SKIPPED: tmp1k1_0fx3.wav
[2453/58949] SKIPPED: tmp1k3nzvjm.wav
[2454/58949] SKIPPED: tmp1k492dd_.wav
[2455/58949] SKIPPED: tmp1k4cq6z6.wav
[2456/58949] SKIPPED: tmp1k4d0fg9.wav
[2457/58949] SKIPPED: tmp1k5i8d8f.wav
[2458/58949] SKIPPED: tmp1k6zb9_e.wav
[2459/58949] SKIPPED: tmp1k73lta6.wav
[2460/58949] SKIPPED: tmp1k8sd7l9.wav
[2461/58949] SKIPPED: tmp1kam75et.wav
[2462/58949] SKIPPED: tmp1kbjpedx.wav
[2463/58949] SKIPPED: tmp1kbpkk37.wav
[2464/58949] SKIPPED: tmp1kcbh_dd.wav
[2465/58949] SKIPPED: tmp1kd09ple.wav
[2466/58949] SKIPPED: tmp1kdyiasl.wav
[2467/58949] SKIPPED: tmp1ke69o7b.wav
[2468/58949] SKIPPED: tmp1kebrym0.wav
[2469/58949] SKIPPED: tmp1kfgjghi.wav
[2470/58949] SKIPPED: tmp1kfjfy16.wav
[2471/58949] SKIPPED: tmp1kg1u0yv.wav
[2472/58949] SKIPPED: tmp1kgq2kf4.wav
[2473/58949] SKIPPED: tmp1kkd3lcf.wav
[2474/58949] SKIPPED: tmp1kkso6k7.wav
[2475/58949] SKIPPED: tmp1kldeh6w.wav
[2476/58949] SKIPPED: tmp1klrnr36.wav
[2477/58949] SKIPPED: tmp1kmyciz0.wav
[2478/58949] SKIPPED: tmp1kmz56c0.wav
[2479/58949] SKIPPED: tmp1knohit_.wav
[2480/58949] SKIPPED: tmp1kp1gstb.wav
[2481/58949] SKIPPED: tmp1kpjpdki.wav
[2482/58949] SKIPPED: tmp1kprzb51.wav
[2483/58949] SKIPPED: tmp1kqq2kud.wav
[2484/58949] SKIPPED: tmp1kqx6ayz.wav
[2485/58949] SKIPPED: tmp1krhtm2o.wav
[2486/58949] SKIPPED: tmp1ks8sa30.wav
[2487/58949] SKIPPED: tmp1ksx_9pw.wav
[2488/58949] SKIPPED: tmp1ktahqrk.wav
[2489/58949] SKIPPED: tmp1kthhpt3.wav
[2490/58949] SKIPPED: tmp1kuyvpt7.wav
[2491/58949] SKIPPED: tmp1kw1r8ix.wav
[2492/58949] SKIPPED: tmp1kwb4yz3.wav
[2493/58949] SKIPPED: tmp1kwgoi3x.wav
[2494/58949] SKIPPED: tmp1kxm7pjp.wav
[2495/58949] SKIPPED: tmp1kzmv0h0.wav
[2496/58949] SKIPPED: tmp1k_lrmjf.wav
[2497/58949] SKIPPED: tmp1l1q4ajc.wav
[2498/58949] SKIPPED: tmp1l28lpjm.wav
[2499/58949] SKIPPED: tmp1l2ucdzr.wav
[2500/58949] SKIPPED: tmp1l6bp4__.wav
[2501/58949] SKIPPED: tmp1l6rtka3.wav
[2502/58949] SKIPPED: tmp1l7f291l.wav
[2503/58949] SKIPPED: tmp1l8x80mc.wav
[2504/58949] SKIPPED: tmp1l9i8ee4.wav
[2505/58949] SKIPPED: tmp1l9rb5i7.wav
[2506/58949] SKIPPED: tmp1l9rz9_r.wav
[2507/58949] SKIPPED: tmp1l9r_yx3.wav
[2508/58949] SKIPPED: tmp1laf02qr.wav
[2509/58949] SKIPPED: tmp1lb5ok7s.wav
[2510/58949] SKIPPED: tmp1lbzts6s.wav
[2511/58949] SKIPPED: tmp1lddwejv.wav
[2512/58949] SKIPPED: tmp1ld_eqh6.wav
[2513/58949] SKIPPED: tmp1lecm23d.wav
[2514/58949] SKIPPED: tmp1leh328r.wav
[2515/58949] SKIPPED: tmp1lemfrvl.wav
[2516/58949] SKIPPED: tmp1lemiao1.wav
[2517/58949] SKIPPED: tmp1lgtjn6w.wav
[2518/58949] SKIPPED: tmp1lgvyd4d.wav
[2519/58949] SKIPPED: tmp1lhlgkis.wav
[2520/58949] SKIPPED: tmp1lhngdg8.wav
[2521/58949] SKIPPED: tmp1lhpz_c0.wav
[2522/58949] SKIPPED: tmp1lhz_ev3.wav
[2523/58949] SKIPPED: tmp1lipcq2v.wav
[2524/58949] SKIPPED: tmp1lizsxhx.wav
[2525/58949] SKIPPED: tmp1ljgi9k7.wav
[2526/58949] SKIPPED: tmp1ljqlp_d.wav
[2527/58949] SKIPPED: tmp1lk0qi0j.wav
[2528/58949] SKIPPED: tmp1lk3zpot.wav
[2529/58949] SKIPPED: tmp1lkhasgg.wav
[2530/58949] SKIPPED: tmp1ll26fpx.wav
[2531/58949] SKIPPED: tmp1lleajo1.wav
[2532/58949] SKIPPED: tmp1lm_2p8r.wav
[2533/58949] SKIPPED: tmp1ln9d3wz.wav
[2534/58949] SKIPPED: tmp1lnirj2l.wav
[2535/58949] SKIPPED: tmp1lp3qomv.wav
[2536/58949] SKIPPED: tmp1lpfh7mr.wav
[2537/58949] SKIPPED: tmp1lqah_zj.wav
[2538/58949] SKIPPED: tmp1lqcdnr5.wav
[2539/58949] SKIPPED: tmp1lsxomfx.wav
[2540/58949] SKIPPED: tmp1ludzshu.wav
[2541/58949] SKIPPED: tmp1luk5bvb.wav
[2542/58949] SKIPPED: tmp1lx5ezuo.wav
[2543/58949] SKIPPED: tmp1lxd9jfr.wav
[2544/58949] SKIPPED: tmp1lyqg1ln.wav
[2545/58949] SKIPPED: tmp1lznyp66.wav
[2546/58949] SKIPPED: tmp1l_fngxv.wav
[2547/58949] SKIPPED: tmp1l_gma17.wav
[2548/58949] SKIPPED: tmp1l_iayjm.wav
[2549/58949] SKIPPED: tmp1m07g47b.wav
[2550/58949] SKIPPED: tmp1m0s_8op.wav
[2551/58949] SKIPPED: tmp1m3gcl24.wav
[2552/58949] SKIPPED: tmp1m45oo2o.wav
[2553/58949] SKIPPED: tmp1m6b2zix.wav
[2554/58949] SKIPPED: tmp1m70fh_x.wav
[2555/58949] SKIPPED: tmp1m7mgj8q.wav
[2556/58949] SKIPPED: tmp1m81igm1.wav
[2557/58949] SKIPPED: tmp1m825x91.wav
[2558/58949] SKIPPED: tmp1m9805zy.wav
[2559/58949] SKIPPED: tmp1m9xolf6.wav
[2560/58949] SKIPPED: tmp1mandl6k.wav
[2561/58949] SKIPPED: tmp1mbacm5c.wav
